"","sample","species","PRCNT100","species_name","common","WDFW_code","site","Collection.Date","day","month","year"
"22","EJ_001","SEBALA",0,"Sebastolobus alascanus","Shortspine_Thornyhead","21MD0044","Tatoosh Cut",44177,12,12,2020
"23","EJ_001","ENTDOF",0,"Enteroctopus dofleini","Giant_Pacific_Octopus","21MD0044","Tatoosh Cut",44177,12,12,2020
"24","EJ_001","GLYZAC",0,"Glyptocephalus zachirus","Rex_sole","21MD0044","Tatoosh Cut",44177,12,12,2020
"25","EJ_001","MERPRO",0,"Merluccius productus","Pacific_Hake","21MD0044","Tatoosh Cut",44177,12,12,2020
"26","EJ_001","RAJBIN",0,"Raja binoculata","Big_Skate","21MD0044","Tatoosh Cut",44177,12,12,2020
"27","EJ_001","SARSAG",0,"Sardinops sagax","Pacific_Sardine","21MD0044","Tatoosh Cut",44177,12,12,2020
"28","EJ_001","LIPFUC",0,"Liparis fucensis","Slipskin_Snailfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"29","EJ_001","SEBPIN",0,"Sebastes pinniger","Canary_Rockfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"30","EJ_001","MICPAC",0,"Microstomus pacificus","Dover_Sole","21MD0044","Tatoosh Cut",44177,12,12,2020
"31","EJ_001","NAUOCU",0,"Nautichthys oculofasciatus","Sailfin_Sculpin","21MD0044","Tatoosh Cut",44177,12,12,2020
"32","EJ_001","SQUACA",0,"Squalus acanthias","Spiny_Dogfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"33","EJ_001","HEMHEM",0,"Hemilepidotus hemilepidotus","Red_Irish_Lord","21MD0044","Tatoosh Cut",44177,12,12,2020
"34","EJ_001","AMPRHO",0,"Amphistichus rhodoterus","Redtail_Surfperch","21MD0044","Tatoosh Cut",44177,12,12,2020
"35","EJ_001","ONCNER",0,"Oncorhynchus nerka","Sockeye_Salmon","21MD0044","Tatoosh Cut",44177,12,12,2020
"36","EJ_001","GOBMAE",0,"Gobiesox maeandricus","Northern_Klingfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"37","EJ_001","SEBELO",0,"Sebastes elongatus","Green_Striped_Rockfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"38","EJ_001","CRYGIG",0,"Cryptacanthodes giganteus","Giant_Wrymouth","21MD0044","Tatoosh Cut",44177,12,12,2020
"39","EJ_001","SEBCAU",0,"Sebastes caurinus","Copper_Rockfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"40","EJ_001","SALTRU",0,"Salmo trutta","Brown_Trout","21MD0044","Tatoosh Cut",44177,12,12,2020
"41","EJ_001","THECHA",29.9537917912476,"Gadus_chalcogrammus","Walleye_Pollock","21MD0044","Tatoosh Cut",44177,12,12,2020
"42","EJ_001","ALOSAP",0,"Alosa sapidissima","American_Shad","21MD0044","Tatoosh Cut",44177,12,12,2020
"43","EJ_001","LEPARM",0,"Leptocottus armatus","Pacific_Staghorn_Sculpin","21MD0044","Tatoosh Cut",44177,12,12,2020
"44","EJ_001","ONCGOR",0,"Oncorhynchus gorbuscha","Pink_Salmon","21MD0044","Tatoosh Cut",44177,12,12,2020
"45","EJ_001","HYDCOL",0,"Hydrolagus colliei","Spotted_Ratfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"46","EJ_001","ONCMYK",0,"Oncorhynchus mykiss","Steelhead","21MD0044","Tatoosh Cut",44177,12,12,2020
"47","EJ_001","ONCKET",0,"Oncorhynchus keta","Chum_Salmon","21MD0044","Tatoosh Cut",44177,12,12,2020
"48","EJ_001","ICOAEN",0,"Icosteus aenigmaticus","Ragfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"49","EJ_001","HIPSTE",0,"Hippoglossus stenolepis","Pacific_Halibut","21MD0044","Tatoosh Cut",44177,12,12,2020
"50","EJ_001","TRITRI",0,"Trichodon trichodon","Pacific_Sandfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"51","EJ_001","BATINT",0,"Bathyraja interrupta","Sandpaper_skate","21MD0044","Tatoosh Cut",44177,12,12,2020
"52","EJ_001","SEBRUB",0,"Sebastes ruberrimus","Yelloweye_Rockfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"53","EJ_001","RHAVAC",0,"Rhacochilus vacca","Pile_Surfperch","21MD0044","Tatoosh Cut",44177,12,12,2020
"54","EJ_001","CITSOR",0,"Citharichthys xanthostigma","Pacific_sanddab","21MD0044","Tatoosh Cut",44177,12,12,2020
"55","EJ_001","LEPHEX",0,"Leptasterias hexactis","Six_Rayed_Starfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"56","EJ_001","HEXLAG",0,"Hexagrammos_lagocephalus","Rock_Greenling","21MD0044","Tatoosh Cut",44177,12,12,2020
"57","EJ_001","JORZON",0,"Jordania zonope","Longfin_Sculpin","21MD0044","Tatoosh Cut",44177,12,12,2020
"58","EJ_001","SEBENT",0,"Sebastes entomelas","Widow_Rockfish","21MD0044","Tatoosh Cut",44177,12,12,2020
"59","EJ_001","PSEMEL",0,"Psettichthys melanostictus","Sand_Sole","21MD0044","Tatoosh Cut",44177,12,12,2020
"60","EJ_001","HEMSPI",0,"Hemilepidotus spinosus","Brown_Irish_Lord","21MD0044","Tatoosh Cut",44177,12,12,2020
"61","EJ_001","PARVET",0,"Parophrys vetulus","English_Sole","21MD0044","Tatoosh Cut",44177,12,12,2020
"62","EJ_001","ARTCOR",0,"Artedius corallinus","Coralline_Sculpin","21MD0044","Tatoosh Cut",44177,12,12,2020
"63","EJ_001","ONCKIS",0,"Oncorhynchus kisutch","Coho_Salmon","21MD0044","Tatoosh Cut",44177,12,12,2020
"64","EJ_001","HYPPRE",0,"Hypomesus pretiosus","Surf_Smelt","21MD0044","Tatoosh Cut",44177,12,12,2020
"65","EJ_001","STRPUR",0,"Strongylocentrotus purpuratus","Pacific_Purple_Sea_Urchin","21MD0044","Tatoosh Cut",44177,12,12,2020
"66","EJ_001","ATHSTO",0,"Atheresthes stomias","Arrowtooth_Flounder","21MD0044","Tatoosh Cut",44177,12,12,2020
"67","EJ_002","TRITRI",0,"Trichodon trichodon","Pacific_Sandfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"68","EJ_002","ENTDOF",0,"Enteroctopus dofleini","Giant_Pacific_Octopus","21MD0045","Tatoosh Cut",44177,12,12,2020
"69","EJ_002","SCOMAR",0,"Scorpaenichthys marmoratus","Cabezon","21MD0045","Tatoosh Cut",44177,12,12,2020
"70","EJ_002","SEBRUB",0,"Sebastes ruberrimus","Yelloweye_Rockfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"71","EJ_002","ALLELO",0,"Allosmerus elongatus","Whitebait_smelt","21MD0045","Tatoosh Cut",44177,12,12,2020
"72","EJ_002","ANOFIM",0,"Anoplopoma fimbria","Sablefish","21MD0045","Tatoosh Cut",44177,12,12,2020
"73","EJ_002","HYPPRE",0,"Hypomesus pretiosus","Surf_Smelt","21MD0045","Tatoosh Cut",44177,12,12,2020
"74","EJ_002","LIPMUC",0,"Liparis mucosus","Slimy_Snailfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"75","EJ_002","ARTHAR",0,"Artedius harringtoni","Scalyhead_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"76","EJ_002","SEBPIN",0,"Sebastes pinniger","Canary_Rockfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"77","EJ_002","RAJRHI",0,"Raja rhina","Longnose_Skate","21MD0045","Tatoosh Cut",44177,12,12,2020
"78","EJ_002","AULFLA",0,"Aulorhynchus flavidus","Tube_snout","21MD0045","Tatoosh Cut",44177,12,12,2020
"79","EJ_002","THAPAC",0,"Thaleichthys pacificus","Eulachon","21MD0045","Tatoosh Cut",44177,12,12,2020
"80","EJ_002","LEPHEX",0,"Leptasterias hexactis","Six_Rayed_Starfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"81","EJ_002","SEBALA",0,"Sebastolobus alascanus","Shortspine_Thornyhead","21MD0045","Tatoosh Cut",44177,12,12,2020
"82","EJ_002","RHAVAC",0,"Rhacochilus vacca","Pile_Surfperch","21MD0045","Tatoosh Cut",44177,12,12,2020
"83","EJ_002","HEMSPI",0,"Hemilepidotus spinosus","Brown_Irish_Lord","21MD0045","Tatoosh Cut",44177,12,12,2020
"84","EJ_002","HYDCOL",0,"Hydrolagus colliei","Spotted_Ratfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"85","EJ_002","LEPARM",0,"Leptocottus armatus","Pacific_Staghorn_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"86","EJ_002","AMPRHO",0,"Amphistichus rhodoterus","Redtail_Surfperch","21MD0045","Tatoosh Cut",44177,12,12,2020
"87","EJ_002","BATINT",0,"Bathyraja interrupta","Sandpaper_skate","21MD0045","Tatoosh Cut",44177,12,12,2020
"88","EJ_002","GLYZAC",0,"Glyptocephalus zachirus","Rex_sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"89","EJ_002","ICOAEN",0,"Icosteus aenigmaticus","Ragfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"90","EJ_002","CRYGIG",0,"Cryptacanthodes giganteus","Giant_Wrymouth","21MD0045","Tatoosh Cut",44177,12,12,2020
"91","EJ_002","ONCNER",0,"Oncorhynchus nerka","Sockeye_Salmon","21MD0045","Tatoosh Cut",44177,12,12,2020
"92","EJ_002","ATHSTO",0,"Atheresthes stomias","Arrowtooth_Flounder","21MD0045","Tatoosh Cut",44177,12,12,2020
"93","EJ_002","SEBCAU",0,"Sebastes caurinus","Copper_Rockfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"94","EJ_002","BRAFRE",0,"Brachyistius frenatus","Kelp_Surfperch","21MD0045","Tatoosh Cut",44177,12,12,2020
"95","EJ_002","PARVET",0,"Parophrys vetulus","English_Sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"96","EJ_002","ICEFIL",0,"Icelinus filamentosus","Threadfin_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"97","EJ_002","LIPFUC",0,"Liparis fucensis","Slipskin_Snailfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"98","EJ_002","HEMHEM",0,"Hemilepidotus hemilepidotus","Red_Irish_Lord","21MD0045","Tatoosh Cut",44177,12,12,2020
"99","EJ_002","GOBMAE",0,"Gobiesox maeandricus","Northern_Klingfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"100","EJ_002","MERPRO",0,"Merluccius productus","Pacific_Hake","21MD0045","Tatoosh Cut",44177,12,12,2020
"101","EJ_002","ISOISO",0,"Isopsetta isolepis","Butter_Sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"102","EJ_002","PSEMEL",0,"Psettichthys melanostictus","Sand_Sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"103","EJ_002","CITSOR",0,"Citharichthys xanthostigma","Pacific_sanddab","21MD0045","Tatoosh Cut",44177,12,12,2020
"104","EJ_002","ALOSAP",0,"Alosa sapidissima","American_Shad","21MD0045","Tatoosh Cut",44177,12,12,2020
"105","EJ_002","HEXLAG",0,"Hexagrammos_lagocephalus","Rock_Greenling","21MD0045","Tatoosh Cut",44177,12,12,2020
"106","EJ_002","OLISNY",0,"Oligocottus snyderi","Fluffy_sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"107","EJ_002","SARSAG",0,"Sardinops sagax","Pacific_Sardine","21MD0045","Tatoosh Cut",44177,12,12,2020
"108","EJ_002","GADMAC",0,"Gadus macrocephalus","Pacific_Cod","21MD0045","Tatoosh Cut",44177,12,12,2020
"109","EJ_002","JORZON",0,"Jordania zonope","Longfin_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"110","EJ_002","MICPRO",0,"Microgadus proximus","Pacific_Tomcod","21MD0045","Tatoosh Cut",44177,12,12,2020
"111","EJ_002","SEBENT",0,"Sebastes entomelas","Widow_Rockfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"112","EJ_002","THECHA",0,"Gadus_chalcogrammus","Walleye_Pollock","21MD0045","Tatoosh Cut",44177,12,12,2020
"113","EJ_002","STRPUR",0,"Strongylocentrotus purpuratus","Pacific_Purple_Sea_Urchin","21MD0045","Tatoosh Cut",44177,12,12,2020
"114","EJ_002","ONCGOR",0,"Oncorhynchus gorbuscha","Pink_Salmon","21MD0045","Tatoosh Cut",44177,12,12,2020
"115","EJ_002","ARTCOR",0,"Artedius corallinus","Coralline_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"116","EJ_002","HIPELA",0,"Hippoglossoides elassodon","Flathead_Sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"117","EJ_002","MICPAC",0,"Microstomus pacificus","Dover_Sole","21MD0045","Tatoosh Cut",44177,12,12,2020
"118","EJ_002","ONCMYK",0,"Oncorhynchus mykiss","Steelhead","21MD0045","Tatoosh Cut",44177,12,12,2020
"119","EJ_002","RAJBIN",0,"Raja binoculata","Big_Skate","21MD0045","Tatoosh Cut",44177,12,12,2020
"120","EJ_002","NAUOCU",0,"Nautichthys oculofasciatus","Sailfin_Sculpin","21MD0045","Tatoosh Cut",44177,12,12,2020
"121","EJ_002","HEXDEC",0,"Hexagrammos decagrammus","Kelp_Greenling","21MD0045","Tatoosh Cut",44177,12,12,2020
"122","EJ_002","SEBELO",0,"Sebastes elongatus","Green_Striped_Rockfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"123","EJ_002","ONCKET",0,"Oncorhynchus keta","Chum_Salmon","21MD0045","Tatoosh Cut",44177,12,12,2020
"124","EJ_002","SEBAST",0,"Sebastes sp.","Sebastes sp.","21MD0045","Tatoosh Cut",44177,12,12,2020
"125","EJ_002","HIPSTE",0,"Hippoglossus stenolepis","Pacific_Halibut","21MD0045","Tatoosh Cut",44177,12,12,2020
"126","EJ_002","PLASTE",0,"Platichthys stellatus","Starry_Flounder","21MD0045","Tatoosh Cut",44177,12,12,2020
"127","EJ_002","SQUACA",0,"Squalus acanthias","Spiny_Dogfish","21MD0045","Tatoosh Cut",44177,12,12,2020
"128","EJ_002","SALTRU",0,"Salmo trutta","Brown_Trout","21MD0045","Tatoosh Cut",44177,12,12,2020
"129","EJ_002","ONCKIS",0,"Oncorhynchus kisutch","Coho_Salmon","21MD0045","Tatoosh Cut",44177,12,12,2020
"130","EJ_002","OPHELO",0,"Ophiodon elongatus","Lingcod","21MD0045","Tatoosh Cut",44177,12,12,2020
"131","EJ_002","CLUPAL",100,"Clupea pallasii","Pacific_Herring","21MD0045","Tatoosh Cut",44177,12,12,2020
"132","EJ_002","ONCTSH",0,"Oncorhynchus tshawytscha","Chinook_Salmon","21MD0045","Tatoosh Cut",44177,12,12,2020
"133","EJ_003","SEBRUB",0,"Sebastes ruberrimus","Yelloweye_Rockfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"134","EJ_003","SEBENT",0,"Sebastes entomelas","Widow_Rockfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"135","EJ_003","THAPAC",0,"Thaleichthys pacificus","Eulachon","21MD0046","Tatoosh Cut",44177,12,12,2020
"136","EJ_003","ICEFIL",0,"Icelinus filamentosus","Threadfin_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"137","EJ_003","RAJBIN",0,"Raja binoculata","Big_Skate","21MD0046","Tatoosh Cut",44177,12,12,2020
"138","EJ_003","LIPMUC",0,"Liparis mucosus","Slimy_Snailfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"139","EJ_003","RHAVAC",0,"Rhacochilus vacca","Pile_Surfperch","21MD0046","Tatoosh Cut",44177,12,12,2020
"140","EJ_003","ARTHAR",0,"Artedius harringtoni","Scalyhead_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"141","EJ_003","SEBALA",0,"Sebastolobus alascanus","Shortspine_Thornyhead","21MD0046","Tatoosh Cut",44177,12,12,2020
"142","EJ_003","LIPFUC",0,"Liparis fucensis","Slipskin_Snailfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"143","EJ_003","SCOMAR",0,"Scorpaenichthys marmoratus","Cabezon","21MD0046","Tatoosh Cut",44177,12,12,2020
"144","EJ_003","PSEMEL",0,"Psettichthys melanostictus","Sand_Sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"145","EJ_003","ATHSTO",0,"Atheresthes stomias","Arrowtooth_Flounder","21MD0046","Tatoosh Cut",44177,12,12,2020
"146","EJ_003","HIPSTE",0,"Hippoglossus stenolepis","Pacific_Halibut","21MD0046","Tatoosh Cut",44177,12,12,2020
"147","EJ_003","ALOSAP",0,"Alosa sapidissima","American_Shad","21MD0046","Tatoosh Cut",44177,12,12,2020
"148","EJ_003","CITSOR",0,"Citharichthys xanthostigma","Pacific_sanddab","21MD0046","Tatoosh Cut",44177,12,12,2020
"149","EJ_003","SARSAG",0,"Sardinops sagax","Pacific_Sardine","21MD0046","Tatoosh Cut",44177,12,12,2020
"150","EJ_003","HEXLAG",0,"Hexagrammos_lagocephalus","Rock_Greenling","21MD0046","Tatoosh Cut",44177,12,12,2020
"151","EJ_003","LEPARM",0,"Leptocottus armatus","Pacific_Staghorn_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"152","EJ_003","HIPELA",0,"Hippoglossoides elassodon","Flathead_Sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"153","EJ_003","GADMAC",0,"Gadus macrocephalus","Pacific_Cod","21MD0046","Tatoosh Cut",44177,12,12,2020
"154","EJ_003","NAUOCU",0,"Nautichthys oculofasciatus","Sailfin_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"155","EJ_003","AULFLA",0,"Aulorhynchus flavidus","Tube_snout","21MD0046","Tatoosh Cut",44177,12,12,2020
"156","EJ_003","SALTRU",0,"Salmo trutta","Brown_Trout","21MD0046","Tatoosh Cut",44177,12,12,2020
"157","EJ_003","SEBELO",0,"Sebastes elongatus","Green_Striped_Rockfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"158","EJ_003","BATINT",0,"Bathyraja interrupta","Sandpaper_skate","21MD0046","Tatoosh Cut",44177,12,12,2020
"159","EJ_003","ONCGOR",0,"Oncorhynchus gorbuscha","Pink_Salmon","21MD0046","Tatoosh Cut",44177,12,12,2020
"160","EJ_003","ONCKIS",0,"Oncorhynchus kisutch","Coho_Salmon","21MD0046","Tatoosh Cut",44177,12,12,2020
"161","EJ_003","MICPAC",0,"Microstomus pacificus","Dover_Sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"162","EJ_003","STRPUR",0,"Strongylocentrotus purpuratus","Pacific_Purple_Sea_Urchin","21MD0046","Tatoosh Cut",44177,12,12,2020
"163","EJ_003","ENTDOF",0,"Enteroctopus dofleini","Giant_Pacific_Octopus","21MD0046","Tatoosh Cut",44177,12,12,2020
"164","EJ_003","PARVET",0,"Parophrys vetulus","English_Sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"165","EJ_003","ANOFIM",0,"Anoplopoma fimbria","Sablefish","21MD0046","Tatoosh Cut",44177,12,12,2020
"166","EJ_003","RAJRHI",18.188472591227,"Raja rhina","Longnose_Skate","21MD0046","Tatoosh Cut",44177,12,12,2020
"167","EJ_003","SEBPIN",0,"Sebastes pinniger","Canary_Rockfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"168","EJ_003","HEMHEM",0,"Hemilepidotus hemilepidotus","Red_Irish_Lord","21MD0046","Tatoosh Cut",44177,12,12,2020
"169","EJ_003","ONCNER",0,"Oncorhynchus nerka","Sockeye_Salmon","21MD0046","Tatoosh Cut",44177,12,12,2020
"170","EJ_003","GOBMAE",0,"Gobiesox maeandricus","Northern_Klingfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"171","EJ_003","LEPHEX",0,"Leptasterias hexactis","Six_Rayed_Starfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"172","EJ_003","MERPRO",0,"Merluccius productus","Pacific_Hake","21MD0046","Tatoosh Cut",44177,12,12,2020
"173","EJ_003","HEXDEC",0,"Hexagrammos decagrammus","Kelp_Greenling","21MD0046","Tatoosh Cut",44177,12,12,2020
"174","EJ_003","CRYGIG",0,"Cryptacanthodes giganteus","Giant_Wrymouth","21MD0046","Tatoosh Cut",44177,12,12,2020
"175","EJ_003","ONCMYK",0,"Oncorhynchus mykiss","Steelhead","21MD0046","Tatoosh Cut",44177,12,12,2020
"176","EJ_003","OPHELO",0,"Ophiodon elongatus","Lingcod","21MD0046","Tatoosh Cut",44177,12,12,2020
"177","EJ_003","JORZON",0,"Jordania zonope","Longfin_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"178","EJ_003","ONCTSH",0,"Oncorhynchus tshawytscha","Chinook_Salmon","21MD0046","Tatoosh Cut",44177,12,12,2020
"179","EJ_003","HYDCOL",0,"Hydrolagus colliei","Spotted_Ratfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"180","EJ_003","MICPRO",0,"Microgadus proximus","Pacific_Tomcod","21MD0046","Tatoosh Cut",44177,12,12,2020
"181","EJ_003","HYPPRE",0,"Hypomesus pretiosus","Surf_Smelt","21MD0046","Tatoosh Cut",44177,12,12,2020
"182","EJ_003","HEMSPI",0,"Hemilepidotus spinosus","Brown_Irish_Lord","21MD0046","Tatoosh Cut",44177,12,12,2020
"183","EJ_003","TRITRI",0,"Trichodon trichodon","Pacific_Sandfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"184","EJ_003","ONCKET",0,"Oncorhynchus keta","Chum_Salmon","21MD0046","Tatoosh Cut",44177,12,12,2020
"185","EJ_003","BRAFRE",0,"Brachyistius frenatus","Kelp_Surfperch","21MD0046","Tatoosh Cut",44177,12,12,2020
"186","EJ_003","SEBAST",0,"Sebastes sp.","Sebastes sp.","21MD0046","Tatoosh Cut",44177,12,12,2020
"187","EJ_003","OLISNY",0,"Oligocottus snyderi","Fluffy_sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"188","EJ_003","SQUACA",51.7025429702326,"Squalus acanthias","Spiny_Dogfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"189","EJ_003","THECHA",25.0393103074337,"Gadus_chalcogrammus","Walleye_Pollock","21MD0046","Tatoosh Cut",44177,12,12,2020
"190","EJ_003","CLUPAL",5.06967413110665,"Clupea pallasii","Pacific_Herring","21MD0046","Tatoosh Cut",44177,12,12,2020
"191","EJ_003","SEBCAU",0,"Sebastes caurinus","Copper_Rockfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"192","EJ_003","PLASTE",0,"Platichthys stellatus","Starry_Flounder","21MD0046","Tatoosh Cut",44177,12,12,2020
"193","EJ_003","ICOAEN",0,"Icosteus aenigmaticus","Ragfish","21MD0046","Tatoosh Cut",44177,12,12,2020
"194","EJ_003","ISOISO",0,"Isopsetta isolepis","Butter_Sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"195","EJ_003","AMPRHO",0,"Amphistichus rhodoterus","Redtail_Surfperch","21MD0046","Tatoosh Cut",44177,12,12,2020
"196","EJ_003","ALLELO",0,"Allosmerus elongatus","Whitebait_smelt","21MD0046","Tatoosh Cut",44177,12,12,2020
"197","EJ_003","ARTCOR",0,"Artedius corallinus","Coralline_Sculpin","21MD0046","Tatoosh Cut",44177,12,12,2020
"198","EJ_003","GLYZAC",0,"Glyptocephalus zachirus","Rex_sole","21MD0046","Tatoosh Cut",44177,12,12,2020
"199","EJ_004","OLISNY",0,"Oligocottus snyderi","Fluffy_sculpin","21MD0047","Tatoosh Cut",44177,12,12,2020
"200","EJ_004","RHAVAC",0,"Rhacochilus vacca","Pile_Surfperch","21MD0047","Tatoosh Cut",44177,12,12,2020
"201","EJ_004","SEBRUB",0,"Sebastes ruberrimus","Yelloweye_Rockfish","21MD0047","Tatoosh Cut",44177,12,12,2020
"202","EJ_004","ENTDOF",0,"Enteroctopus dofleini","Giant_Pacific_Octopus","21MD0047","Tatoosh Cut",44177,12,12,2020
"203","EJ_004","HYPPRE",0,"Hypomesus pretiosus","Surf_Smelt","21MD0047","Tatoosh Cut",44177,12,12,2020
"204","EJ_004","SEBALA",0,"Sebastolobus alascanus","Shortspine_Thornyhead","21MD0047","Tatoosh Cut",44177,12,12,2020
"205","EJ_004","HEXLAG",0,"Hexagrammos_lagocephalus","Rock_Greenling","21MD0047","Tatoosh Cut",44177,12,12,2020
"206","EJ_004","ARTCOR",0,"Artedius corallinus","Coralline_Sculpin","21MD0047","Tatoosh Cut",44177,12,12,2020
"207","EJ_004","LEPHEX",0,"Leptasterias hexactis","Six_Rayed_Starfish","21MD0047","Tatoosh Cut",44177,12,12,2020
"208","EJ_004","SARSAG",0,"Sardinops sagax","Pacific_Sardine","21MD0047","Tatoosh Cut",44177,12,12,2020
"209","EJ_004","BATINT",0,"Bathyraja interrupta","Sandpaper_skate","21MD0047","Tatoosh Cut",44177,12,12,2020
"210","EJ_004","ICEFIL",0,"Icelinus filamentosus","Threadfin_Sculpin","21MD0047","Tatoosh Cut",44177,12,12,2020
